airportName,city,country,airportCode,lat,long
Eelde,Groningen,Netherlands,GRQ,53.11972,6.579444
De Kooy,De Kooy,Netherlands,DHR,52.923353,4.780625
Leeuwarden,Leeuwarden,Netherlands,LWR,53.228611,5.760556
Rotterdam,Rotterdam,Netherlands,RTM,51.956944,4.437222
Soesterberg,Soesterberg,Netherlands,UTC,52.1273,5.27619
Twenthe,Enschede,Netherlands,ENS,52.27,6.874167
Valkenburg,Valkenburg,Netherlands,LID,52.166139,4.417944
Woensdrecht,Woensdrecht,Netherlands,WOE,51.449092,4.342031
Hilversum Railway Station,Hilversum,Netherlands,QYI,52.226389,5.181667
Lelystad Airport,Lelystad,Netherlands,LEY,52.4603,5.52722
Amsterdam Centraal,Amsterdam,Netherlands,ZYA,52.378333,4.9
Volkel AB,Volkel,Netherlands,UDE,51.656389,5.708611
Centraal,Rotterdam,Netherlands,QRH,51.924444,4.469444
Flamingo,Kralendijk,Netherlands,BON,12.131044,-68.268511
Hato,Willemstad,Curacao,CUR,12.188853,-68.959803
F D Roosevelt,Oranjestad,Netherlands,EUX,17.496492,-62.979439
Princess Juliana Intl,Philipsburg,Sint Maarten,SXM,18.040953,-63.1089
Juancho E. Yrausquin,Saba,Netherlands,SAB,17.645278,-63.220556
Kone,Kone,New Caledonia,KNQ,-21.053428,164.837806
Koumac,Koumac,New Caledonia,KOC,-20.546314,164.255625
Lifou,Lifou,New Caledonia,LIF,-20.7748,167.239864
Magenta,Noumea,New Caledonia,GEA,-22.258278,166.472806
Mare,Mare,New Caledonia,MEE,-21.481678,168.037508
Touho,Touho,New Caledonia,TOU,-20.790028,165.259486
Ouvea,Ouvea,New Caledonia,UVE,-20.640556,166.572778
La Tontouta,Noumea,New Caledonia,NOU,-22.014553,166.212972
Île des Pins Airport,Île des Pins,New Caledonia,ILP,-22.5889,167.456
Belep Islands Airport,Waala,New Caledonia,BMY,-19.7206,163.661
Tiga Airport,Tiga,New Caledonia,TGJ,-21.0961,167.804
Auckland Intl,Auckland,New Zealand,AKL,-37.008056,174.791667
Taupo,Taupo,New Zealand,TUO,-38.739723,176.084444
Ardmore,Ardmore,New Zealand,AMZ,-37.029722,174.973333
Christchurch Intl,Christchurch,New Zealand,CHC,-43.489358,172.532225
Chatham Islands,Chatham Island,New Zealand,CHT,-43.81,-176.457222
Dunedin,Dunedin,New Zealand,DUD,-45.928055,170.198333
Gisborne,Gisborne,New Zealand,GIS,-38.663333,177.978333
Glentanner,Glentanner,New Zealand,MON,-43.906666,170.128333
Hokitika,Hokitika,New Zealand,HKK,-42.713611,170.985278
Hamilton,Hamilton,New Zealand,HLZ,-37.866661,175.332056
Kerikeri,Kerikeri,New Zealand,KKE,-35.262779,173.911944
Kaitaia,Kaitaia,New Zealand,KAT,-35.07,173.285278
Alexandra,Alexandra,New Zealand,ALR,-45.211666,169.373333
Mount Cook,Mount Cook,New Zealand,GTN,-43.764999,170.133333
Manapouri,Manapouri,New Zealand,TEU,-45.533056,167.65
Masterton,Masterton,New Zealand,MRO,-40.973333,175.633611
New Plymouth,New Plymouth,New Zealand,NPL,-39.008611,174.179167
Nelson,Nelson,New Zealand,NSN,-41.298333,173.221111
Invercargill,Invercargill,New Zealand,IVC,-46.412408,168.312992
Oamaru,Oamaru,New Zealand,OAM,-44.97,171.081667
Palmerston North,Palmerston North,New Zealand,PMR,-40.320556,175.616944
Paraparaumu,Paraparaumu,New Zealand,PPQ,-40.904722,174.989167
Queenstown,Queenstown International,New Zealand,ZQN,-45.021111,168.739167
Rotorua,Rotorua,New Zealand,ROT,-38.109167,176.317222
Tauranga,Tauranga,New Zealand,TRG,-37.671944,176.19611
Timaru,Timaru,New Zealand,TIU,-44.302778,171.225278
Woodbourne,Woodbourne,New Zealand,BHE,-41.518333,173.870278
Wanaka,Wanaka,New Zealand,WKA,-44.722222,169.245556
Whakatane,Whakatane,New Zealand,WHK,-37.920556,176.914167
Wellington Intl,Wellington,New Zealand,WLG,-41.327221,174.805278
Whangarei,Whangarei,New Zealand,WRE,-35.768333,174.365
Westport,Westport,New Zealand,WSZ,-41.738056,171.580833
Wanganui,Wanganui,New Zealand,WAG,-39.962222,175.025278
Great Barrier Island,Claris,New Zealand,GBZ,-36.1429,175.2819
Milford Sound Airport,Milford Sound,New Zealand,MFN,-44.67333,167.92333
Napier,NAPIER,New Zealand,NPE,-39.465833,176.87
Kaikoura,Kaikoura,New Zealand,KBZ,-42.416668,173.68333
Koromiko,Picton,New Zealand,PCN,-41.348333,173.955278
Ryans Creek Aerodrome,Stewart Island,New Zealand,SZS,-46.899693,168.101592
Whitianga Airport,Whitianga,New Zealand,WTZ,-36.835833,175.700278
Takaka Aerodrome,Takaka,New Zealand,KTF,-40.85,172.8
Fox Glacier Airstrip,Fox Glacier,New Zealand,FGL,-43.4,170.033
Motueka,Motueka,New Zealand,MZP,-41.123299,172.988998
Bluefields,Bluefields,Nicaragua,BEF,11.990961,-83.774086
Managua Intl,Managua,Nicaragua,MGA,12.141494,-86.168178
Puerto Cabezas,Puerto Cabezas,Nicaragua,PUZ,14.047194,-83.386722
Corn Island Airport,Corn Island,Nicaragua,RNI,12.168611,-83.0675
Bonanza Airport,Bonanza,Nicaragua,BZA,14.041667,-84.630556
Rosita Airport,Rosita,Nicaragua,RFS,13.897222,-84.404722
Siuna Airport,Siuna,Nicaragua,SIU,13.716667,-84.776944
Waspam Airport,Waspam,Nicaragua,WSP,14.737778,-83.975833
Maradi,Maradi,Niger,MFQ,13.502531,7.126753
Diori Hamani,Niamey,Niger,NIM,13.481547,2.183614
Tahoua,Tahoua,Niger,THZ,14.875658,5.265358
Manu Dayak,Agadez,Niger,AJY,16.965997,8.000114
Zinder,Zinder,Niger,ZND,13.778997,8.983761
Nnamdi Azikiwe Intl,Abuja,Nigeria,ABV,9.006792,7.263172
Akure,Akure,Nigeria,AKR,7.246739,5.301008
Benin,Benin,Nigeria,BNI,6.316981,5.599503
Calabar,Calabar,Nigeria,CBQ,4.976019,8.347197
Enugu,Enugu,Nigeria,ENU,6.474272,7.561961
Gusau,Gusau,Nigeria,QUS,12.171667,6.696111
Ibadan,Ibadan,Nigeria,IBA,7.362458,3.978333
Ilorin,Ilorin,Nigeria,ILR,8.440211,4.493919
Yakubu Gowon,Jos,Nigeria,JOS,9.639828,8.86905
Kaduna,Kaduna,Nigeria,KAD,10.696025,7.320114
Mallam Aminu Intl,Kano,Nigeria,KAN,12.047589,8.524622
Maiduguri,Maiduguri,Nigeria,MIU,11.855347,13.08095
Makurdi,Makurdi,Nigeria,MDI,7.703883,8.613939
Murtala Muhammed,Lagos,Nigeria,LOS,6.577369,3.321156
Minna New,Minna,Nigeria,MXJ,9.652172,6.462256
Port Harcourt Intl,Port Hartcourt,Nigeria,PHC,5.015494,6.949594
Sadiq Abubakar Iii Intl,Sokoto,Nigeria,SKO,12.916322,5.207189
Yola,Yola,Nigeria,YOL,9.257553,12.430422
Zaria,Zaria,Nigeria,ZAR,11.130192,7.685806
Imo Airport,Imo,Nigeria,QOW,5.42706,7.20603
Warri Airport,Osubi,Nigeria,QRW,5.31,5.45
Niue International Airport,Alofi,Niue,IUE,-19.080028,-169.925639
Norfolk Island Intl,Norfolk Island,Norfolk Island,NLK,-29.041625,167.938742
Haeju Airport,Haeju,North Korea,HAE,38.00543,125.77863
Sondok Airport,Hamhung,North Korea,DSO,39.747333,127.474611
Samjiyon Airport,Samjiyon,North Korea,YJS,41.907167,128.409889
Chongjin Airport,Chongjin,North Korea,RGO,41.4297,129.6488
Rota Intl,Rota,Northern Mariana Islands,ROP,14.174308,145.242536
Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,SPN,15.119003,145.729356
Tinian Intl,West Tinian,Northern Mariana Islands,TIQ,14.999203,145.61935
Vigra,Alesund,Norway,AES,62.560372,6.110164
Andenes,Andoya,Norway,ANX,69.2925,16.144167
Alta,Alta,Norway,ALF,69.976111,23.371667
Bronnoy,Bronnoysund,Norway,BNN,65.461111,12.2175
Bodo,Bodo,Norway,BOO,67.269167,14.365278
Flesland,Bergen,Norway,BGO,60.293386,5.218142
Batsfjord,Batsfjord,Norway,BJF,70.600278,29.6925
Kjevik,Kristiansand,Norway,KRS,58.204214,8.085369
Bardufoss,Bardufoss,Norway,BDU,69.055758,18.540356
Evenes,Harstad/Narvik,Norway,EVE,68.4913,16.678108
Leirin,Fagernes,Norway,VDB,61.015556,9.288056
Floro,Floro,Norway,FRO,61.583611,5.024722
Gardermoen,Oslo,Norway,OSL,60.193917,11.100361
Karmoy,Haugesund,Norway,HAU,59.345267,5.208364
Hasvik,Hasvik,Norway,HAA,70.486675,22.139744
Kvernberget,Kristiansund,Norway,KSU,63.111781,7.824522
Hoybuktmoen,Kirkenes,Norway,KKN,69.725781,29.891295
Lista,Farsund,Norway,FAN,58.099486,6.62605
Aro,Molde,Norway,MOL,62.744722,7.2625
Kjaerstad,Mosjoen,Norway,MJF,65.783997,13.214914
Banak,Lakselv,Norway,LKL,70.068814,24.973489
Notodden,Notodden,Norway,NTB,59.565683,9.212222
Orland,Orland,Norway,OLA,63.698908,9.604003
Roros,Roros,Norway,RRS,62.578411,11.342347
Moss,Rygge,Norway,RYG,59.378933,10.785389
Longyear,Svalbard,Norway,LYR,78.246111,15.465556
Geiteryggen,Skien,Norway,SKE,59.185,9.566944
Sorstokken,Stord,Norway,SRP,59.791925,5.34085
Stokka,Sandnessjoen,Norway,SSJ,65.956828,12.468944
Langnes,Tromso,Norway,TOS,69.683333,18.918919
Torp,Sandefjord,Norway,TRF,59.186703,10.258628
Vaernes,Trondheim,Norway,TRD,63.457556,10.92425
Sola,Stavanger,Norway,SVG,58.876778,5.637856
Gardermoen Airport,Oslo,Norway,GEN,60.1939,11.1004
Skagen,Stokmarknes,Norway,SKN,68.580833,15.026111
Hammerfest Airport,Hammerfest,Norway,HFT,70.679722,23.668889
Valan,Honningsvag,Norway,HVG,70.99,25.83
Mehamn,Mehamn,Norway,MEH,71.029722,27.826667
Airport,Vadso,Norway,VDS,70.065,29.844
Hovden,Orsta-Volda,Norway,HOV,62.18,6.0742
Framnes,Narvik,Norway,NVK,68.435833,17.388056
Berlevag,Berlevag,Norway,BVG,70.866667,29
Fornebu,Oslo,Norway,FBU,59.883333,10.616667
Forde Bringeland,Forde,Norway,FDE,61.392,5.763
Værøy Heliport,Værøy,Norway,VRY,67.6667,12.6833
Svartnes Airport,Vardø,Norway,VAW,70.355392,31.044889
Sorkjosen Airport,Sorkjosen,Norway,SOJ,69.7868,20.9594
Svolvær Helle Airport,Svolvær,Norway,SVJ,68.2433,14.6692
Sogndal Airport,Sogndal,Norway,SOG,61.1561,7.13778
Anda Airport,Sandane,Norway,SDN,61.83,6.10583
Røst Airport,Røst,Norway,RET,67.5278,12.1033
Ryum Airport,Rørvik,Norway,RVK,64.8383,11.1461
Røssvoll Airport,Mo i Rana,Norway,MQN,66.3639,14.3014
Namsos Høknesøra Airport,Namsos,Norway,OSY,64.4722,11.5786
Leknes Airport,Leknes,Norway,LKN,68.1525,13.6094
Jan Mayensfield,Jan Mayen,Norway,ZXB,70.961111,-8.575833
Stafsberg Airport,Hamar,Norway,HMR,60.8181,11.068
Khasab,Khasab,Oman,KHS,26.170986,56.240569
Masirah,Masirah,Oman,MSH,20.675434,58.890467
Seeb Intl,Muscat,Oman,MCT,23.593278,58.284444
Salalah,Salalah,Oman,SLL,17.038719,54.091297
Thumrait,Thumrait,Oman,TTH,17.666,54.024612
Marmul,Marmul,Oman,OMM,18.133333,55.266666
Faisalabad Intl,Faisalabad,Pakistan,LYP,31.365014,72.994842
Gwadar,Gwadar,Pakistan,GWD,25.233308,62.329494
Gilgit,Gilgit,Pakistan,GIL,35.918786,74.333644
Jinnah Intl,Karachi,Pakistan,KHI,24.906547,67.160797
Allama Iqbal Intl,Lahore,Pakistan,LHE,31.521564,74.403594
Muzaffarabad,Muzaffarabad,Pakistan,MFG,34.339022,73.508639
Moenjodaro,Moenjodaro,Pakistan,MJD,27.335156,68.143053
Multan Intl,Multan,Pakistan,MUX,30.203222,71.419111
Nawabshah,Nawabshah,Pakistan,WNS,26.219442,68.390053
Panjgur,Panjgur,Pakistan,PJG,26.954547,64.132517
Pasni,Pasni,Pakistan,PSI,25.290487,63.345083
Peshawar Intl,Peshawar,Pakistan,PEW,33.993911,71.514581
Quetta,Quetta,Pakistan,UET,30.251369,66.937764
Sheikh Zayed,Rahim Yar Khan,Pakistan,RYK,28.3839,70.279572
Chaklala,Islamabad,Pakistan,ISB,33.616653,73.099233
Rawalakot,Rawala Kot,Pakistan,RAZ,33.849658,73.798147
Sukkur,Sukkur,Pakistan,SKZ,27.721989,68.791683
Saidu Sharif,Saidu Sharif,Pakistan,SDT,34.813556,72.352814
Sui,Sui,Pakistan,SUL,28.645142,69.176917
Talhar,Talhar,Pakistan,BDN,24.841519,68.838408
Zhob,Zhob,Pakistan,PZH,31.358381,69.463606
Turbat International Airport,Turbat,Pakistan,TUK,25.986369,63.030167
Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW,26.4731,67.7172
Skardu Airport,Skardu,Pakistan,KDU,35.335508,75.536047
Parachinar Airport,Parachinar,Pakistan,PAJ,33.9021,70.0716
Ormara Airport,Ormara Raik,Pakistan,ORW,25.2747,64.586
Khuzdar Airport,Khuzdar,Pakistan,KDD,27.7906,66.6473
Hyderabad Airport,Hyderabad,Pakistan,HDD,25.3181,68.3661
Jiwani Airport,Jiwani,Pakistan,JIW,25.0678,61.8054
Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,31.909422,70.896639
Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,29.961011,70.485925
Dalbandin Airport,Dalbandin,Pakistan,DBA,28.8783,64.3998
Chitral Airport,Chitral,Pakistan,CJL,35.886592,71.800578
Bahawalpur Airport,Bahawalpur,Pakistan,BHV,29.3481,71.717981
Bannu Airport,Bannu,Pakistan,BNP,32.9729,70.5279
Sialkot Airport,Sialkot,Pakistan,SKT,32.5356,74.3639
Babelthuap,Babelthuap,Palau,ROR,7.367303,134.544278
Peleliu Airfield,Peleliu,Palau,C23,6.998333,134.232778
Yasser Arafat Intl,Gaza,Palestine,GZA,31.246389,34.276111
Bocas Del Toro Intl,Bocas Del Toro,Panama,BOC,9.340853,-82.250842
Cap Manuel Nino Intl,Changuinola,Panama,CHX,9.458636,-82.516806
Enrique Malek Intl,David,Panama,DAV,8.391003,-82.434992
Howard,Howard,Panama,HOW,8.914794,-79.599633
Marcos A Gelabert Intl,Panama,Panama,PAC,8.973339,-79.555583
Tocumen Intl,Panama City,Panama,PTY,9.071364,-79.383453
Sambu Airport,Boca de Sábalo,Panama,SAX,8.017,-78.2
Contadora Airport,Contadora Island,Panama,OTD,8.62876,-79.0347
EL Real Airport,El Real,Panama,ELE,8.133,-77.7
Bahia Piña Airport,Bahia Piña,Panama,BFQ,7.583,-78.2
Captain Ramon Xatruch Airport,La Palma,Panama,PLP,8.40667,-78.1417
Jaqué Airport,Jaqué,Panama,JQE,7.51778,-78.1572
Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,9.35664,-79.8674
Alonso Valderrama Airport,Chitré,Panama,CTD,7.98784,-80.4097
Rio Sidra,Rio Sidra,Panama,RSI,8.966667,-80.333336
Playon Chico,Playon Chico,Panama,PYC,9.303333,-78.236111
Ustupo,Ustupo,Panama,UTU,9.137778,-77.933611
Mamitupo,Mamitupo,Panama,MPU,9.186667,-77.984167
El Porvenir,El Porvenir,Panama,PVE,9.559167,-78.971111
Puerto Obaldia,Puerto Obaldia,Panama,PUE,8.68333,-77.5333
Achutupo Airport,Achutupo,Panama,ACU,9.2,-77.98
Tubuala Airport,Tubuala,Panama,TUW,9.52,-79.03
Garachine Airport,Garachine,Panama,GHE,8.06,-78.36
Mulatupo Airport,Mulatupo,Panama,MPP,8.95,-77.75
Goroka,Goroka,Papua New Guinea,GKA,-6.081689,145.391881
Madang,Madang,Papua New Guinea,MAG,-5.207083,145.7887
Mount Hagen,Mount Hagen,Papua New Guinea,HGU,-5.826789,144.295861
Nadzab,Nadzab,Papua New Guinea,LAE,-6.569828,146.726242
Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea,POM,-9.443383,147.22005
Wewak Intl,Wewak,Papua New Guinea,WWK,-3.583828,143.669186
Wipim Airport,Wipim,Papua New Guinea,WPM,-8.78822,142.882
Baimuru Airport,Baimuru,Papua New Guinea,VMU,-7.49686,144.82
Nuku Airport,Nuku,Papua New Guinea,UKU,-3.667,142.483
Tufi Airport,Tufi,Papua New Guinea,TFI,-9.07595,149.32
Suki Airport,Suki,Papua New Guinea,SKC,-8.033,141.717
Balimo Airport,Balimo,Papua New Guinea,OPU,-8.05,142.933
Obo Airport,Obo,Papua New Guinea,OBX,-7.583,141.317
Losuia Airport,Losuia,Papua New Guinea,LSA,-8.50582,151.081
Londolovit Airport,Londolovit,Papua New Guinea,LNV,-3.04361,152.629
Lake Murray Airport,Lake Murray,Papua New Guinea,LMY,-7.00992,141.494
Kamusi Airport,Kamusi,Papua New Guinea,KUY,-7.42035,143.122
Kokoda Airport,Kokoda,Papua New Guinea,KKD,-8.88468,147.731
Kandrian Airport,Kandrian,Papua New Guinea,KDR,-6.183,149.533
Jacquinot Bay Airport,Jacquinot Bay,Papua New Guinea,JAQ,-5.6525,151.507
Nissan Island Airport,Nissan Island,Papua New Guinea,IIS,-4.49972,154.226
Ihu Airport,Ihu,Papua New Guinea,IHU,-7.89756,145.396
Gasmata Island Airport,Gasmata Island,Papua New Guinea,GMI,-6.27111,150.331
Tadji Airport,Aitape,Papua New Guinea,ATP,-3.18985,142.43
Wapenamanda Airport,Wapenamanda,Papua New Guinea,WBM,-5.6433,143.895
Vanimo Airport,Vanimo,Papua New Guinea,VAI,-2.69717,141.302
Tokua Airport,Tokua,Papua New Guinea,RAB,-4.34046,152.38
Tabubil Airport,Tabubil,Papua New Guinea,TBG,-5.27861,141.226
Tari Airport,Tari,Papua New Guinea,TIZ,-5.845,142.948
Misima Island Airport,Misima Island,Papua New Guinea,MIS,-10.6892,152.838
Moro Airport,Moro,Papua New Guinea,MXH,-6.36333,143.238
Momote Airport,Momote,Papua New Guinea,MAS,-2.06189,147.424
Mendi Airport,Mendi,Papua New Guinea,MDU,-6.14774,143.657
Kavieng Airport,Kavieng,Papua New Guinea,KVG,-2.5794,150.808
Kerema Airport,Kerema,Papua New Guinea,KMA,-7.96361,145.771
Kikori Airport,Kikori,Papua New Guinea,KRI,-7.42438,144.25
Kiunga Airport,Kiunga,Papua New Guinea,UNG,-6.12571,141.282
Kimbe Airport,Hoskins,Papua New Guinea,HKN,-5.46217,150.405
Girua Airport,Girua,Papua New Guinea,PNP,-8.80454,148.309
Gurney Airport,Gurney,Papua New Guinea,GUR,-10.3115,150.334
Daru Airport,Daru,Papua New Guinea,DAU,-9.08676,143.208
Chimbu Airport,Kundiawa,Papua New Guinea,CMU,-6.02429,144.971
Buka Airport,Buka Island,Papua New Guinea,BUA,-5.42232,154.673
Fane Airport,Fane,Papua New Guinea,FNE,-8.55,147.083
Itokama Airport,Itokama,Papua New Guinea,ITK,-9.2,148.25
Ononge Airport,Ononge,Papua New Guinea,ONB,-8.583,147.2
Tapini Airport,Tapini,Papua New Guinea,TPI,-8.35,146.983
Wanigela Airport,Wanigela,Papua New Guinea,AGL,-9.333,149.15
Woitape Airport,Woitape,Papua New Guinea,WTP,-8.533,147.25
Awaba Airport,Awaba,Papua New Guinea,AWB,-8.014,142.75
Telefomin Airport,Telefomin,Papua New Guinea,TFM,-5.117,141.633
Bosset Airport,Bosset,Papua New Guinea,BOT,-7.240833,141.092333
Aiome,Aiome,Papua New Guinea,AIE,-5.8,144.44
Simbai,Simbai,Papua New Guinea,SIM,-4,144
Ambunti,Ambunti,Papua New Guinea,AUJ,-4.15,142.51
Popondetta,Popondetta,Papua New Guinea,EIA,-8.199999809,147.8500061
Silvio Pettirossi Intl,Asuncion,Paraguay,ASU,-25.23985,-57.519133
Ciudad del Este,Ciudad del Este,Paraguay,AGT,-25.4555,-54.843592
Dr. Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,PJC,-22.641389,-55.829722
Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,PCL,-8.377939,-74.574297
Teniente Jaime A De Montreuil Morales,Chimbote,Peru,CHM,-9.149614,-78.52385
Capt Jose A Quinones Gonzales Intl,Chiclayo,Peru,CIX,-6.787475,-79.828097
Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru,AYP,-13.154819,-74.204417
Andahuaylas,Andahuaylas,Peru,ANS,-13.706408,-73.350378
Comandante Fap German Arias Graziani,Anta,Peru,ATA,-9.347444,-77.598392
Jorge Chavez Intl,Lima,Peru,LIM,-12.021889,-77.114319
Juanjui,Juanjui,Peru,JJI,-7.1691,-76.728561
Juliaca,Juliaca,Peru,JUL,-15.467103,-70.158169
Pedro Canga,Tumbes,Peru,TBP,-3.552528,-80.381356
Moises Benzaquen Rengifo,Yurimaguas,Peru,YMS,-5.893772,-76.118211
Chachapoyas,Chachapoyas,Peru,CHH,-6.201806,-77.856064
Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,IQT,-3.784739,-73.308806
Rodriguez Ballon,Arequipa,Peru,AQP,-16.341072,-71.583083
Capitan Carlos Martinez De Pinillos,Trujillo,Peru,TRU,-8.081411,-79.108761
Pisco Intl,Pisco,Peru,PIO,-13.744864,-76.220284
Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,TPP,-6.508742,-76.373247
Coronel Carlos Ciriani Santa Rosa Intl,Tacna,Peru,TCQ,-18.053333,-70.275833
Padre Aldamiz,Puerto Maldonado,Peru,PEM,-12.613611,-69.228611
Capitan Fap Guillermo Concha Iberico,Piura,Peru,PIU,-5.20575,-80.616444
Capitan Montes,Talara,Peru,TYL,-4.576639,-81.254139
Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,CUZ,-13.535722,-71.938781
Maria Reiche Neuman Airport,Nazca,Peru,NZA,-14.854192,-74.961811
Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,-7.139183,-78.4894
Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU,-9.878811,-76.204797
Caballococha Airport,Caballococha,Peru,LHC,-3.916858,-70.508225
Machu Pichu Airport,Machu Pichu,Peru,MFT,-13.1167,-72.5667
Ninoy Aquino Intl,Manila,Philippines,MNL,14.508647,121.019581
Cotabato,Cotabato,Philippines,CBO,7.165242,124.209619
Cagayan De Oro,Ladag,Philippines,CGY,8.415619,124.611219
Pagadian,Pagadian,Philippines,PAG,7.827197,123.458294
Zamboanga Intl,Zamboanga,Philippines,ZAM,6.922419,122.059633
Baguio,Baguio,Philippines,BAG,16.375103,120.619636
Daniel Z Romualdez,Tacloban,Philippines,TAC,11.227628,125.027758
Bacolod,Bacolod,Philippines,BCD,10.642511,122.929617
Dumaguete,Dumaguete,Philippines,DGT,9.333714,123.300472
Iloilo,Iloilo,Philippines,ILO,10.713044,122.545297
Kalibo,Kalibo,Philippines,KLO,11.679431,122.376294
Puerto Princesa,Puerto Princesa,Philippines,PPS,9.742119,118.758731
Antique,San Jose,Philippines,SJI,10.766044,121.933439
Tagbilaran,Tagbilaran,Philippines,TAG,9.66408056,123.853247
Godofredo P,Caticlan,Philippines,MPH,11.9214999,121.953
Francisco Bangoy International,Davao,Philippines,DVO,7.125522,125.645778
Diosdado Macapagal International,Angeles City,Philippines,CRK,15.185833,120.560278
Busuanga,Busuanga,Philippines,USU,12.121458,120.100031
Butuan,Butuan,Philippines,BXU,8.951322,125.477972
Dipolog,Dipolog,Philippines,DPL,8.601261,123.334481
Laoag Intl,Laoag,Philippines,LAO,18.178092,120.531522
Legazpi,Legazpi,Philippines,LGP,13.157064,123.746247
Ozamis,Ozamis,Philippines,OZC,8.178508,123.841731
Mactan Cebu Intl,Cebu,Philippines,CEB,10.307542,123.979439
Masbate Airport,Masbate,Philippines,MBT,12.3694,123.629
Catarman National Airport,Catarman,Philippines,CRM,12.502417,124.635778
Jolo Airport,Jolo,Philippines,JOL,6.05367,121.011
Camiguin Airport,Camiguin,Philippines,CGM,9.25352,124.707
Cuyo Airport,Cuyo,Philippines,CYU,10.8581,121.069
El Nido Airport,El Nido,Philippines,ENI,11.202,119.417
Roxas Airport,Roxas City,Philippines,RXS,11.597669,122.751669
Calbayog Airport,Calbayog City,Philippines,CYP,12.072706,124.545092
Virac Airport,Virac,Philippines,VRC,13.576439,124.205672
Tuguegarao Airport,Tuguegarao,Philippines,TUG,17.638311,121.730614
San Fernando Airport,San Fernando,Philippines,SFE,16.595589,120.303219
Basco Airport,Basco,Philippines,BSO,20.451322,121.979883
Naga Airport,Naga,Philippines,WNP,13.584886,123.270239
Tandag Airport,Tandag,Philippines,TDG,9.07211,126.171
Surigao Airport,Sangley Point,Philippines,SUG,9.757567,125.479328
Sanga Sanga Airport,Sanga Sanga,Philippines,SGS,5.04699,119.743
General Santos International Airport,General Santos City,Philippines,GES,6.106439,125.2353
Subic Bay International Airport,Olongapo City,Philippines,SFS,14.7944,120.271
Marinduque Airport,Gasan,Philippines,MRQ,13.360967,121.825583
Romblon Airport,Romblon,Philippines,TBH,12.311,122.085
Cauayan Airport,Cauayan,Philippines,CYZ,16.929861,121.753036
Ormoc Airport,Ormoc City,Philippines,OMC,11.057997,124.565322
Borongan Airport,Borongan,Philippines,BPR,11.674167,125.478611
Lubang Community Airport,Lubang,Philippines,LBX,13.855833,121.105833
Taytay Sandoval,Taytay,Philippines,RZP,11.05167,119.5183
Lech Walesa,Gdansk,Poland,GDN,54.377569,18.466222
Balice,Krakow,Poland,KRK,50.077731,19.784836
Pyrzowice,Katowice,Poland,KTW,50.474253,19.080019
Lawica,Poznan,Poland,POZ,52.421031,16.826325
Jasionka,Rzeszow,Poland,RZE,50.109958,22.019
Goleniow,Szczecin,Poland,SZZ,53.584731,14.902206
Redzikowo,Slupsk,Poland,OSP,54.478889,17.1075
Okecie,Warsaw,Poland,WAW,52.16575,20.967122
Strachowice,Wroclaw,Poland,WRO,51.102683,16.885836
Babimost,Zielona Gora,Poland,IEG,52.138517,15.798556
Łódź Władysław Reymont Airport,Lodz,Poland,LCJ,51.721881,19.398133
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,53.0968,17.9777
Koszalin - Zegrze Pomorskie Airport,Koszalin,Poland,OSZ,54.041,16.266
Gdynia,Gdynia,Poland,QYD,54.5797,18.5172
RADOM,RADOM,Poland,QXR,51.231978,21.124183
Warsaw Modlin,Warsaw,Poland,WMI,52.451111,20.651667
Lublin,Lublin,Poland,LUZ,51.239333,22.714083
RUDNIKI ,RUDNIKI,Poland,CZW,50.884722,19.202222
Santa Maria,Santa Maria (island),Portugal,SMA,36.97139,-25.170639
Braganca,Braganca,Portugal,BGC,41.8578,-6.707125
Flores,Flores,Portugal,FLW,39.455272,-31.131361
Faro,Faro,Portugal,FAO,37.014425,-7.965911
Graciosa,Graciosa Island,Portugal,GRW,39.092169,-28.029847
Horta,Horta,Portugal,HOR,38.519894,-28.715872
Lajes,Lajes (terceira Island),Portugal,TER,38.761842,-27.090797
Ponta Delgada,Ponta Delgada,Portugal,PDL,37.741184,-25.69787
Pico,Pico,Portugal,PIX,38.554333,-28.441333
Porto,Porto,Portugal,OPO,41.248055,-8.681389
Porto Santo,Porto Santo,Portugal,PXO,33.073386,-16.349975
Lisboa,Lisbon,Portugal,LIS,38.781311,-9.135919
Sao Jorge,Sao Jorge Island,Portugal,SJZ,38.6655,-28.175817
Vila Real,Vila Real,Portugal,VRL,41.274334,-7.720472
Madeira,Funchal,Portugal,FNC,32.697889,-16.774453
