airportName,city,country,airportCode,lat,long,currency,currencyCode,toEuro,fromEuro
Juan H. White,Caucasia,Colombia,CAQ,7.968333,-75.198333,Colombian Peso,COP,0.0003621,2839.72
Alfonso Bonilla Aragon Intl,Cali,Colombia,CLO,3.543222,-76.381583,Colombian Peso,COP,0.0003621,2839.72
Mandinga Airport,Condoto,Colombia,COG,5.071667,-76.676389,Colombian Peso,COP,0.0003621,2839.72
Capurgana Airport,Capurgana,Colombia,CPB,8.616667,-77.333333,Colombian Peso,COP,0.0003621,2839.72
Santa Ana Airport,Cartago,Colombia,CRC,4.758181,-75.955753,Colombian Peso,COP,0.0003621,2839.72
Rafael Nunez,Cartagena,Colombia,CTG,10.442381,-75.512961,Colombian Peso,COP,0.0003621,2839.72
Camilo Daza,Cucuta,Colombia,CUC,7.927567,-72.511547,Colombian Peso,COP,0.0003621,2839.72
Las Brujas,Corozal,Colombia,CZU,9.332742,-75.285594,Colombian Peso,COP,0.0003621,2839.72
El Bagre Airport,El Bagre,Colombia,EBG,7.596389,-74.808889,Colombian Peso,COP,0.0003621,2839.72
Yariguies,Barrancabermeja,Colombia,EJA,7.024331,-73.8068,Colombian Peso,COP,0.0003621,2839.72
Olaya Herrera,Medellin,Colombia,EOH,6.219958,-75.590519,Colombian Peso,COP,0.0003621,2839.72
El Alcaraván Airport,Yopal,Colombia,EYP,5.319114,-72.383975,Colombian Peso,COP,0.0003621,2839.72
Gustavo Artunduaga Paredes,Florencia,Colombia,FLA,1.589189,-75.564372,Colombian Peso,COP,0.0003621,2839.72
La Jagua Airport,Garzón,Colombia,GLJ,2.17,-75.67,Colombian Peso,COP,0.0003621,2839.72
Juan Casiano,Guapi,Colombia,GPI,2.570133,-77.8986,Colombian Peso,COP,0.0003621,2839.72
Perales,Ibague,Colombia,IBE,4.421608,-75.1333,Colombian Peso,COP,0.0003621,2839.72
San Luis,Ipiales,Colombia,IPI,0.861925,-77.671764,Colombian Peso,COP,0.0003621,2839.72
La Chorrera Airport,La Chorrera,Colombia,LCR,-0.733333,-73.016667,Colombian Peso,COP,0.0003621,2839.72
Alfredo Vasquez Cobo,Leticia,Colombia,LET,-4.193549,-69.943163,Colombian Peso,COP,0.0003621,2839.72
La Macarena,La Macarena,Colombia,LMC,2.179167,-73.7875,Colombian Peso,COP,0.0003621,2839.72
La Pedrera Airport,La Pedrera,Colombia,LPD,-1.33,-69.58,Colombian Peso,COP,0.0003621,2839.72
Caucaya Airport,Puerto Leguízamo,Colombia,LQM,-0.18,-74.77,Colombian Peso,COP,0.0003621,2839.72
Jose Maria Cordova,Rio Negro,Colombia,MDE,6.164536,-75.423119,Colombian Peso,COP,0.0003621,2839.72
Baracoa,Magangue,Colombia,MGN,9.284739,-74.846092,Colombian Peso,COP,0.0003621,2839.72
Los Garzones,Monteria,Colombia,MTR,8.823744,-75.825831,Colombian Peso,COP,0.0003621,2839.72
Fabio Alberto Leon Bentley,Mitu,Colombia,MVP,1.253664,-70.233878,Colombian Peso,COP,0.0003621,2839.72
La Nubia,Manizales,Colombia,MZL,5.029597,-75.464708,Colombian Peso,COP,0.0003621,2839.72
Reyes Murillo Airport,Nuquí,Colombia,NQU,5.7,-77.28,Colombian Peso,COP,0.0003621,2839.72
Benito Salas,Neiva,Colombia,NVA,2.95015,-75.294,Colombian Peso,COP,0.0003621,2839.72
Aguas Claras,Ocana,Colombia,OCV,8.315061,-73.358331,Colombian Peso,COP,0.0003621,2839.72
Otu,Otu,Colombia,OTU,7.010369,-74.715497,Colombian Peso,COP,0.0003621,2839.72
Puerto Carreno,Puerto Carreno,Colombia,PCR,6.184717,-67.493164,Colombian Peso,COP,0.0003621,2839.72
Obando Airport,Puerto Inírida,Colombia,PDA,3.85,-67.91,Colombian Peso,COP,0.0003621,2839.72
Matecana,Pereira,Colombia,PEI,4.812675,-75.739519,Colombian Peso,COP,0.0003621,2839.72
Guillermo Leon Valencia,Popayan,Colombia,PPN,2.4544,-76.609319,Colombian Peso,COP,0.0003621,2839.72
Antonio Narino,Pasto,Colombia,PSO,1.396247,-77.291478,Colombian Peso,COP,0.0003621,2839.72
Tres De Mayo,Puerto Asis,Colombia,PUU,0.505228,-76.500836,Colombian Peso,COP,0.0003621,2839.72
El Embrujo,Providencia,Colombia,PVA,13.356944,-81.35833,Colombian Peso,COP,0.0003621,2839.72
Almirante Padilla,Rio Hacha,Colombia,RCH,11.526222,-72.925958,Colombian Peso,COP,0.0003621,2839.72
Ouani,Anjouan,Comoros,AJN,-12.131667,44.430279,Comoros Franc,KMF,0.002033,491.968
Prince Said Ibrahim,Moroni,Comoros,HAH,-11.533661,43.27185,Comoros Franc,KMF,0.002033,491.968
Bandaressalam,Moheli,Comoros,NWA,-12.298108,43.7664,Comoros Franc,KMF,0.002033,491.968
Rabil,Boa Vista,Cape Verde,BVC,16.136531,-22.888897,Cape Verde Escudo,CVE,0.009069,110.265
Maio,Maio,Cape Verde,MMO,15.155928,-23.213703,Cape Verde Escudo,CVE,0.009069,110.265
Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI,14.9245,-23.4935,Cape Verde Escudo,CVE,0.009069,110.265
Barra del Colorado Airport,Pococi,Costa Rica,BCL,10.768736,-83.585614,Costa Rican Colon,CRC,0.001799,583.9
Codela Airport,Guapiles,Costa Rica,CSC,10.414,-85.0917,Costa Rican Colon,CRC,0.001799,583.9
Drake Bay Airport,Puntarenas,Costa Rica,DRK,8.71889,-83.6417,Costa Rican Colon,CRC,0.001799,583.9
Arenal Airport,La Fortuna/San Carlos,Costa Rica,FON,10.478,-84.6345,Costa Rican Colon,CRC,0.001799,583.9
Golfito,Golfito,Costa Rica,GLF,8.653775,-83.180544,Costa Rican Colon,CRC,0.001799,583.9
Limon Intl,Limon,Costa Rica,LIO,9.957961,-83.022006,Costa Rican Colon,CRC,0.001799,583.9
Daniel Oduber Quiros Intl,Liberia,Costa Rica,LIR,10.593289,-85.544408,Costa Rican Colon,CRC,0.001799,583.9
Nosara,Nosara Beach,Costa Rica,NOB,9.97649,-85.653,Costa Rican Colon,CRC,0.001799,583.9
Coto 47,Coto 47,Costa Rica,OTR,8.601556,-82.968614,Costa Rican Colon,CRC,0.001799,583.9
Islita Airport,Nandayure,Costa Rica,PBP,9.85611,-85.3708,Costa Rican Colon,CRC,0.001799,583.9
Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,8.53333,-83.3,Costa Rican Colon,CRC,0.001799,583.9
Playa Samara Airport,Playa Samara,Costa Rica,PLD,10.25,-85.417,Costa Rican Colon,CRC,0.001799,583.9
Palmar Sur,Palmar Sur,Costa Rica,PMZ,8.951025,-83.468583,Costa Rican Colon,CRC,0.001799,583.9
Carrillo Airport,Carrillo,Costa Rica,RIK,9.866667,-85.483333,Costa Rican Colon,CRC,0.001799,583.9
Maximo Gomez,Ciego De Avila,Cuba,AVI,22.027053,-78.789617,Cuban Peso,CUP,0.0427,24.3997
Gustavo Rizo,Baracoa Playa,Cuba,BCA,20.365317,-74.506206,Cuban Peso,CUP,0.0427,24.3997
Carlos Manuel De Cespedes,Bayamo,Cuba,BYM,20.396331,-76.621494,Cuban Peso,CUP,0.0427,24.3997
Cayo Coco Airport,Cayo Coco,Cuba,CCC,22.5132,-78.511,Cuban Peso,CUP,0.0427,24.3997
Jaime Gonzalez,Cienfuegos,Cuba,CFG,22.15,-80.414167,Cuban Peso,CUP,0.0427,24.3997
Ignacio Agramonte Intl,Camaguey,Cuba,CMW,21.420428,-77.847433,Cuban Peso,CUP,0.0427,24.3997
Vilo Acuna Intl,Cayo Largo del Sur,Cuba,CYO,21.616453,-81.545989,Cuban Peso,CUP,0.0427,24.3997
Mariana Grajales,Guantanamo,Cuba,GAO,20.085419,-75.158328,Cuban Peso,CUP,0.0427,24.3997
Rafael Cabrera,Nueva Gerona,Cuba,GER,21.834689,-82.783819,Cuban Peso,CUP,0.0427,24.3997
Jose Marti Intl,Havana,Cuba,HAV,22.989153,-82.409086,Cuban Peso,CUP,0.0427,24.3997
Frank Pais Intl,Holguin,Cuba,HOG,20.785589,-76.315108,Cuban Peso,CUP,0.0427,24.3997
La Coloma,La Coloma,Cuba,LCL,22.336261,-83.642111,Cuban Peso,CUP,0.0427,24.3997
Orestes Acosta,Moa,Cuba,MOA,20.654114,-74.922114,Cuban Peso,CUP,0.0427,24.3997
Sierra Maestra,Manzanillo,Cuba,MZO,20.288172,-77.0893,Cuban Peso,CUP,0.0427,24.3997
Hato,Willemstad,Curacao,CUR,12.188853,-68.959803,NL Antillian Guilder,ANG,0.5331,1.9184
Gerrard Smith Intl,Cayman Barac,Cayman Islands,CYB,19.686981,-79.882789,Cayman Islands Dollar,KYD,1.1553,0.9058
Owen Roberts Intl,Georgetown,Cayman Islands,GCM,19.292778,-81.35775,Cayman Islands Dollar,KYD,1.1553,0.9058
Edward Bodden Airfield,Little Cayman,Cayman Islands,LYB,19.65916667,-80.09083333,Cayman Islands Dollar,KYD,1.1553,0.9058
Akrotiri,Akrotiri,Cyprus,AKT,34.590416,32.987861,Euro,EUR,1,1
Ercan International Airport,Nicosia,Cyprus,ECN,35.1547,33.4961,Euro,EUR,1,1
Larnaca,Larnaca,Cyprus,LCA,34.875117,33.62485,Euro,EUR,1,1
Nicosia International Airport,Nicosia,Cyprus,NIC,35.15111,33.27222,Euro,EUR,1,1
Pafos Intl,Paphos,Cyprus,PFO,34.718039,32.485731,Euro,EUR,1,1
Turany,Brno,Czech Republic,BRQ,49.151269,16.694433,Czech Koruna,CZK,0.03667,27.311
Karlovy Vary,Karlovy Vary,Czech Republic,KLV,50.202978,12.914983,Czech Koruna,CZK,0.03667,27.311
Sazena,Sazena,Czech Republic,LKS,50.1929,14.1532,Czech Koruna,CZK,0.03667,27.311
Mosnov,Ostrava,Czech Republic,OSR,49.696292,18.111053,Czech Koruna,CZK,0.03667,27.311
Pardubice,Pardubice,Czech Republic,PED,50.013419,15.738647,Czech Koruna,CZK,0.03667,27.311
Ruzyne,Prague,Czech Republic,PRG,50.100833,14.26,Czech Koruna,CZK,0.03667,27.311
Prerov,Prerov,Czech Republic,PRV,49.425833,17.404722,Czech Koruna,CZK,0.03667,27.311
Flugplatz Merzbrueck,Aachen,Germany,AAH,50.823194,6.186389,Euro,EUR,1,1
Augsburg,Augsburg,Germany,AGB,48.425158,10.931764,Euro,EUR,1,1
Wangerooge Airport,Wangerooge,Germany,AGE,53.7828,7.91389,Euro,EUR,1,1
Altenburg Nobitz,Altenburg,Germany,AOC,50.981817,12.506361,Euro,EUR,1,1
Augsburg HBF,Augsburg,Germany,AUB,48.3655,10.886,Euro,EUR,1,1
Bamberg BF,Bamberg,Germany,BAM,49.911,10.9,Euro,EUR,1,1
Barth,Barth,Germany,BBH,54.33754,12.699705,Euro,EUR,1,1
Bautzen,Bautzen,Germany,BBJ,51.193531,14.519747,Euro,EUR,1,1
Berlin Brandenburg Willy Brandt,Berlin,Germany,BER,52.366667,13.503333,Euro,EUR,1,1
Gesundbrunnen,Berlin,Germany,BGS,52.548611,13.389444,Euro,EUR,1,1
Ostbahnhof,Berlin,Germany,BHF,52.51,13.434722,Euro,EUR,1,1
Biessenhofen BF,Biessenhofen,Germany,BIE,47.851,10.634,Euro,EUR,1,1
Borkum,Borkum,Germany,BMK,53.5955,6.709167,Euro,EUR,1,1
Hauptbahnhof,Bonn,Germany,BNJ,50.731944,7.096944,Euro,EUR,1,1
Bochum HBF,Bochum,Germany,BOX,51.478506,7.2222,Euro,EUR,1,1
Neuenland,Bremen,Germany,BRE,53.0475,8.786667,Euro,EUR,1,1
Bremerhaven,Bremerhaven,Germany,BRV,53.507081,8.572878,Euro,EUR,1,1
Buchloe BF,Buchloe,Germany,BUH,48.0411,10.715,Euro,EUR,1,1
Braunschweig Wolfsburg,Braunschweig,Germany,BWE,52.319167,10.556111,Euro,EUR,1,1
Bayreuth,Bayreuth,Germany,BYU,49.984428,11.638569,Euro,EUR,1,1
Koln Bonn,Cologne,Germany,CGN,50.865917,7.142744,Euro,EUR,1,1
Magdeburg-Cochstedt,Cochstedt,Germany,CSO,51.855833,11.418333,Euro,EUR,1,1
Dresden,Dresden,Germany,DRS,51.132767,13.767161,Euro,EUR,1,1
Dortmund,Dortmund,Germany,DTM,51.518314,7.612242,Euro,EUR,1,1
Dusseldorf,Duesseldorf,Germany,DUS,51.289453,6.766775,Euro,EUR,1,1
Ebenhofen BF,Ebenhofen,Germany,EBE,47.824,10.623,Euro,EUR,1,1
Bochum Railway,Bochum,Germany,EBO,51.478506,7.222781,Euro,EUR,1,1
Emden,Emden,Germany,EME,53.391186,7.227408,Euro,EUR,1,1
Erfurt,Erfurt,Germany,ERF,50.979811,10.958106,Euro,EUR,1,1
Essen Mulheim,Essen,Germany,ESS,51.402333,6.937333,Euro,EUR,1,1
Essen HBF,Essen,Germany,ESX,51.451389,7.0138,Euro,EUR,1,1
Neumuenster,Neumuenster,Germany,EUM,54.079069,9.941719,Euro,EUR,1,1
Friedrichshafen,Friedrichshafen,Germany,FDH,47.671317,9.511486,Euro,EUR,1,1
Furstenfeldbruck,Fuerstenfeldbruck,Germany,FEL,48.205667,11.267,Euro,EUR,1,1
Baden Airpark,Karlsruhe/Baden-Baden,Germany,FKB,48.7793,8.08048,Euro,EUR,1,1
Flensburg Schaferhaus,Flensburg,Germany,FLF,54.771772,9.378214,Euro,EUR,1,1
Allgau,Memmingen,Germany,FMM,47.988758,10.2395,Euro,EUR,1,1
Munster Osnabruck,Munster,Germany,FMO,52.134642,7.684831,Euro,EUR,1,1
Frankfurt Main,Frankfurt,Germany,FRA,50.026421,8.543125,Euro,EUR,1,1
Fussen,Fussen,Germany,FUS,47.585,10.6866,Euro,EUR,1,1
Fussen BF,Fussen,Germany,FUX,47.585,10.6866,Euro,EUR,1,1
Giebelstadt Aaf,Giebelstadt,Germany,GHF,49.648131,9.966494,Euro,EUR,1,1
Geilenkirchen,Geilenkirchen,Germany,GKE,50.960817,6.042422,Euro,EUR,1,1
Guettin MecklenburgVorpommern Germany,Ruegen,Germany,GTI,54.383333,13.325278,Euro,EUR,1,1
Gutersloh,Guetersloh,Germany,GUT,51.922833,8.306333,Euro,EUR,1,1
Westerland Sylt,Westerland,Germany,GWT,54.91325,8.340472,Euro,EUR,1,1
Berlin Gatow,Berlin,Germany,GWW,52.475,13.139,Euro,EUR,1,1
Hannover,Hannover,Germany,HAJ,52.461056,9.685078,Euro,EUR,1,1
Hamburg,Hamburg,Germany,HAM,53.630389,9.988228,Euro,EUR,1,1
Heidelberg,Heidelberg,Germany,HDB,49.393333,8.6525,Euro,EUR,1,1
Heringsdorf Airport,Heringsdorf,Germany,HDF,53.878706,14.152347,Euro,EUR,1,1
Heide-Büsum Airport,Büsum,Germany,HEI,54.1533,8.90167,Euro,EUR,1,1
Helgoland-Düne Airport,Helgoland,Germany,HGL,54.1853,7.91583,Euro,EUR,1,1
Frankfurt Hahn,Hahn,Germany,HHN,49.948672,7.263892,Euro,EUR,1,1
Hof Plauen,Hof,Germany,HOQ,50.288836,11.854919,Euro,EUR,1,1
Ingolstadt BF,Ingolstadt,Germany,IGS,48.7777,11.422,Euro,EUR,1,1
Verkehrslandeplatz Juist,Juist,Germany,JUI,53.681572,7.055731,Euro,EUR,1,1
Kiel Holtenau,Kiel,Germany,KEL,54.3795,10.145167,Euro,EUR,1,1
Kempten HBF,Kempten,Germany,KEX,47.724,10.311,Euro,EUR,1,1
Fliegerhost ,Kaufbeuren,Germany,KFB,47.874,10.6294,Euro,EUR,1,1
Kaufbeuren BF,Kaufbeuren,Germany,KFX,47.885,10.6294,Euro,EUR,1,1
Koln HBF,Koln,Germany,KOX,50.9425,6.958056,Euro,EUR,1,1
Kassel Calden,Kassel,Germany,KSF,51.408394,9.377631,Euro,EUR,1,1
Lubeck Blankensee,Luebeck,Germany,LBC,53.805367,10.719222,Euro,EUR,1,1
Leipzig Halle,Leipzig,Germany,LEJ,51.432447,12.241633,Euro,EUR,1,1
Leuterschach BF,Leuterschach,Germany,LES,47.75,10.601,Euro,EUR,1,1
Langeoog Airport,Langeoog,Germany,LGO,53.7425,7.49778,Euro,EUR,1,1
Lahr Airport,Lahr,Germany,LHA,48.3693,7.82772,Euro,EUR,1,1
Lindau HBF,Lindau,Germany,LND,47.5489,9.688,Euro,EUR,1,1
Monchengladbach,Moenchengladbach,Germany,MGL,51.230356,6.504494,Euro,EUR,1,1
Mannheim City,Mannheim,Germany,MHG,49.472706,8.514264,Euro,EUR,1,1
Marktoberdorf Schule,Marktoberdorf,Germany,MOS,47.777,10.623,Euro,EUR,1,1
Franz Josef Strauss,Munich,Germany,MUC,48.353783,11.786086,Euro,EUR,1,1
Munich HBF,Munich,Germany,MUQ,48.1408,11.555,Euro,EUR,1,1
Cuxhaven Airport,Cuxhaven,Germany,NDZ,53.768612,8.644722,Euro,EUR,1,1
Sonderlandeplatz Norden-Norddeich,Norden,Germany,NOE,53.632221,7.191389,Euro,EUR,1,1
Norderney,Norderney,Germany,NRD,53.706822,7.230247,Euro,EUR,1,1
Niederrhein,Weeze,Germany,NRN,51.602222,6.141944,Euro,EUR,1,1
Nurnberg,Nuernberg,Germany,NUE,49.4987,11.066897,Euro,EUR,1,1
Nurnberg HBF,Nurnberg,Germany,NUR,49.446,11.081944,Euro,EUR,1,1
Marktoberdorf BF,Marktoberdorf,Germany,OAL,47.78,10.627,Euro,EUR,1,1
Oberpfaffenhofen,Oberpfaffenhofen,Germany,OBF,48.081364,11.283067,Euro,EUR,1,1
Wyk auf Foehr,Wyk,Germany,OHR,54.411,8.3145,Euro,EUR,1,1
Paderborn Lippstadt,Paderborn,Germany,PAD,51.614089,8.616317,Euro,EUR,1,1
Peenemunde Airfield,Peenemunde,Germany,PEF,54.157778,13.772778,Euro,EUR,1,1
St. Peter-Ording Airport,Sankt Peter-Ording,Germany,PSH,54.3089,8.68694,Euro,EUR,1,1
Dusseldorf Hauptbahnhof,Dusseldorf,Germany,QDU,51.220278,6.792778,Euro,EUR,1,1
Egelsbach,Egelsbach,Germany,QEF,49.9608,8.64361,Euro,EUR,1,1
Mainz Finthen,Mainz,Germany,QFZ,0,0,Euro,EUR,1,1
Cologne Railway,Cologne,Germany,QKL,50.9425,6.958056,Euro,EUR,1,1
Mainz,Mainz,Germany,QMZ,50.00829,8.27356,Euro,EUR,1,1
Berlin Hauptbahnhof,Berlin,Germany,QPP,52.52493,13.36963,Euro,EUR,1,1
Puttgarden,Puttgarden,Germany,QUA,54.5,11.2167,Euro,EUR,1,1
Zoo,Berlin,Germany,QWC,52.507222,13.3325,Euro,EUR,1,1
Regensburg HBF,Regensburg,Germany,RGB,49.022,12.1111,Euro,EUR,1,1
Ambouli International Airport,Djibouti,Djibouti,JIB,11.5472,43.1594,Djibouti Franc,DJF,0.005339,187.329
Obock,Obock,Djibouti,OBC,11.968333,43.278611,Djibouti Franc,DJF,0.005339,187.329
Canefield,Canefield,Dominica,DCF,15.336719,-61.392211,East Caribbean Dollar,XCD,0.353,2.8638
Melville Hall,Dominica,Dominica,DOM,15.547028,-61.3,East Caribbean Dollar,XCD,0.353,2.8638
Aalborg,Aalborg,Denmark,AAL,57.092789,9.849164,Danish Krone,DKK,0.134,7.4614
Aarhus,Aarhus,Denmark,AAR,56.300017,10.619008,Danish Krone,DKK,0.134,7.4614
Billund,Billund,Denmark,BLL,55.740322,9.151778,Danish Krone,DKK,0.134,7.4614
Sindal Airport,Sindal,Denmark,CNL,57.503525,10.229372,Danish Krone,DKK,0.134,7.4614
Kastrup,Copenhagen,Denmark,CPH,55.617917,12.655972,Danish Krone,DKK,0.134,7.4614
Esbjerg,Esbjerg,Denmark,EBJ,55.525942,8.553403,Danish Krone,DKK,0.134,7.4614
Karup,Karup,Denmark,KRP,56.297458,9.124628,Danish Krone,DKK,0.134,7.4614
Odense,Odense,Denmark,ODE,55.476664,10.330933,Danish Krone,DKK,0.134,7.4614
Samaná El Catey International Airport,Samana,Dominican Republic,AZS,19.267,-69.742,Dominican R. Peso,DOP,0.02141,47.8846
Maria Montez Intl,Barahona,Dominican Republic,BRX,18.251464,-71.1204,Dominican R. Peso,DOP,0.02141,47.8846
Constanza Airport,Constanza,Dominican Republic,COZ,18.907626,-70.719852,Dominican R. Peso,DOP,0.02141,47.8846
Arroyo Barril Intl,Samana,Dominican Republic,EPS,19.198586,-69.429772,Dominican R. Peso,DOP,0.02141,47.8846
Herrera International Airport,Santo Domingo,Dominican Republic,HEX,18.475,-69.975,Dominican R. Peso,DOP,0.02141,47.8846
Dr Joaquin Balaguer International Airport,La Isabela,Dominican Republic,JBQ,18.5725,-69.9856,Dominican R. Peso,DOP,0.02141,47.8846
Casa De Campo Intl,La Romana,Dominican Republic,LRM,18.450711,-68.911833,Dominican R. Peso,DOP,0.02141,47.8846
Gregorio Luperon Intl,Puerto Plata,Dominican Republic,POP,19.7579,-70.570033,Dominican R. Peso,DOP,0.02141,47.8846
Punta Cana Intl,Punta Cana,Dominican Republic,PUJ,18.567367,-68.363431,Dominican R. Peso,DOP,0.02141,47.8846
Annaba,Annaba,Algeria,AAE,36.822225,7.809167,Algerian Dinar,DZD,0.009789,103.169
Houari Boumediene,Algier,Algeria,ALG,36.691014,3.215408,Algerian Dinar,DZD,0.009789,103.169
Touat Cheikh Sidi Mohamed Belkebir,Adrar,Algeria,AZR,27.837589,-0.186414,Algerian Dinar,DZD,0.009789,103.169
Soummam,Bejaja,Algeria,BJA,36.711997,5.069922,Algerian Dinar,DZD,0.009789,103.169
Batna Airport,Batna,Algeria,BLJ,35.752106,6.308589,Algerian Dinar,DZD,0.009789,103.169
Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW,21.375,0.923889,Algerian Dinar,DZD,0.009789,103.169
Biskra,Biskra,Algeria,BSK,34.793289,5.738231,Algerian Dinar,DZD,0.009789,103.169
Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH,31.6457,-2.26986,Algerian Dinar,DZD,0.009789,103.169
Mohamed Boudiaf Intl,Constantine,Algeria,CZL,36.276028,6.620386,Algerian Dinar,DZD,0.009789,103.169
Tiska,Djanet,Algeria,DJG,24.292767,9.452444,Algerian Dinar,DZD,0.009789,103.169
El Golea,El Golea,Algeria,ELG,30.571294,2.859586,Algerian Dinar,DZD,0.009789,103.169
Guemar Airport,Guemar,Algeria,ELU,33.5114,6.77679,Algerian Dinar,DZD,0.009789,103.169
Noumerat,Ghardaia,Algeria,GHA,32.384106,3.794114,Algerian Dinar,DZD,0.009789,103.169
Jijel,Jijel,Algeria,GJL,36.795136,5.873608,Algerian Dinar,DZD,0.009789,103.169
Oued Irara,Hassi Messaoud,Algeria,HME,31.672972,6.140444,Algerian Dinar,DZD,0.009789,103.169
Hassi R Mel,Tilrempt,Algeria,HRM,32.930431,3.311542,Algerian Dinar,DZD,0.009789,103.169
In Amenas,Zarzaitine,Algeria,IAM,28.05155,9.642911,Algerian Dinar,DZD,0.009789,103.169
In Salah,In Salah,Algeria,INZ,27.251022,2.512017,Algerian Dinar,DZD,0.009789,103.169
Laghouat,Laghouat,Algeria,LOO,33.764383,2.928344,Algerian Dinar,DZD,0.009789,103.169
Ghriss,Ghriss,Algeria,MUW,35.207725,0.147142,Algerian Dinar,DZD,0.009789,103.169
Ouargla,Ouargla,Algeria,OGX,31.917223,5.412778,Algerian Dinar,DZD,0.009789,103.169
Es Senia,Oran,Algeria,ORN,35.623858,-0.621183,Algerian Dinar,DZD,0.009789,103.169
Ech Cheliff,Ech-cheliff,Algeria,QAS,36.212658,1.331775,Algerian Dinar,DZD,0.009789,103.169
Tsletsi Airport,Djelfa,Algeria,QDJ,34.6657,3.351,Algerian Dinar,DZD,0.009789,103.169
Boufarik,Boufarik,Algeria,QFD,36.545834,2.876111,Algerian Dinar,DZD,0.009789,103.169
Ain Arnat Airport,Setif,Algeria,QSF,36.1781,5.32449,Algerian Dinar,DZD,0.009789,103.169
Chachoan,Ambato,Ecuador,ATF,-1.212067,-78.574636,US Dollar,USD,0.9488,1.0541
Mariscal Lamar,Cuenca,Ecuador,CUE,-2.889467,-78.984397,US Dollar,USD,0.9488,1.0541
General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,0.978519,-79.6266,US Dollar,USD,0.9488,1.0541
Seymour,Galapagos,Ecuador,GPS,-0.453758,-90.265914,US Dollar,USD,0.9488,1.0541
Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,GYE,-2.157419,-79.883558,US Dollar,USD,0.9488,1.0541
Nueva Loja Airport,Lago Agrio,Ecuador,LGQ,0.093056,-76.8675,US Dollar,USD,0.9488,1.0541
Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH,-3.99589,-79.3719,US Dollar,USD,0.9488,1.0541
Cotopaxi International Airport,Latacunga,Ecuador,LTX,-0.5425,-78.3657,US Dollar,USD,0.9488,1.0541
General Manuel Serrano,Machala,Ecuador,MCH,-3.268903,-79.961572,US Dollar,USD,0.9488,1.0541
Eloy Alfaro Intl,Manta,Ecuador,MEC,-0.946078,-80.678808,US Dollar,USD,0.9488,1.0541
Francisco De Orellana,Coca,Ecuador,OCC,-0.462886,-76.986842,US Dollar,USD,0.9488,1.0541
Shell Mera,Pastaza,Ecuador,PTZ,-2,-77,US Dollar,USD,0.9488,1.0541
Reales Tamarindos,Portoviejo,Ecuador,PVO,-1.041647,-80.472206,US Dollar,USD,0.9488,1.0541
El Arish International Airport,El Arish,Egypt,AAC,31.073333,33.835833,Egyptian Pound,EGP,0.1249,8.0604
Abu Simbel,Abu Simbel,Egypt,ABS,22.375953,31.611722,Egyptian Pound,EGP,0.1249,8.0604
Alexandria Intl,Alexandria,Egypt,ALY,31.183903,29.948889,Egyptian Pound,EGP,0.1249,8.0604
Aswan Intl,Aswan,Egypt,ASW,23.964356,32.819975,Egyptian Pound,EGP,0.1249,8.0604
Asyut International Airport,Asyut,Egypt,ATZ,27.046508,31.011983,Egyptian Pound,EGP,0.1249,8.0604
Cairo Intl,Cairo,Egypt,CAI,30.121944,31.405556,Egyptian Pound,EGP,0.1249,8.0604
Alalamain Intl.,Dabaa City,Egypt,DBB,30.15,28.0833,Egyptian Pound,EGP,0.1249,8.0604
El Gora,El Gorah,Egypt,EGR,31.068975,34.129194,Egyptian Pound,EGP,0.1249,8.0604
El Tor,El-tor,Egypt,ELT,28.209028,33.645517,Egyptian Pound,EGP,0.1249,8.0604
Sharq Al-Owainat Airport,Sharq Al-Owainat,Egypt,GSQ,22.5806,28.7207,Egyptian Pound,EGP,0.1249,8.0604
Borg El Arab Intl,Alexandria,Egypt,HBE,30.917669,29.696408,Egyptian Pound,EGP,0.1249,8.0604
Sohag International,Sohag,Egypt,HMB,26.341189,31.742983,Egyptian Pound,EGP,0.1249,8.0604
Hurghada Intl,Hurghada,Egypt,HRG,27.178317,33.799436,Egyptian Pound,EGP,0.1249,8.0604
Luxor Intl,Luxor,Egypt,LXR,25.671028,32.706583,Egyptian Pound,EGP,0.1249,8.0604
Mersa Matruh,Mersa-matruh,Egypt,MUH,31.325356,27.221689,Egyptian Pound,EGP,0.1249,8.0604
Port Said,Port Said,Egypt,PSD,31.279444,32.24,Egyptian Pound,EGP,0.1249,8.0604
Assab Intl,Assab,Eritrea,ASA,13.071783,42.645006,ERN,Eritrea Nakfa,0.0589306,16.9664
Asmara Intl,Asmara,Eritrea,ASM,15.291853,38.910667,ERN,Eritrea Nakfa,0.0589306,16.9664
Massawa Intl,Massawa,Eritrea,MSW,15.669989,39.370103,ERN,Eritrea Nakfa,0.0589306,16.9664
Hassan I Airport,El Aaiún,Western Sahara,EUN,27.1517,-13.2192,Moroccan Dirham,MAD,0.09493,10.7714
